"Sample ID","Sentence ID","Tree","Parsed","Valid","Sentence"
182,0,0,0,,"dump the bowl into the trash and take the bowl and the plate to the kitchen"
184,1,0,0,,"turn the burner on , and wait until the water boils"
188,2,0,0,,"put it on the already lit burner"
188,3,0,0,,"wait until it boils"
189,4,0,0,1,"place in microwave and heat"
194,0,0,0,,"organize the chairs so that they face the tv"
194,3,0,0,,"turn to channel 3 on the tv"
195,1,0,0,,"fill up with water from the sink to the right amount"
195,2,0,0,,"put in microwave , and cook for specified time"
196,0,0,0,,"take the ramen and remove the top , and fill the cup with water"
198,2,0,0,,"put energy drink in class and egg on plate"
199,0,0,0,,"put cd into tv to watch movie"
201,0,0,0,,"turn on tv to channel 6"
203,0,0,0,,"turn tv on to channel 5"
203,3,0,0,,"put all drinks on end table , and fill bowl with chips"
205,0,0,0,,"take pot , fill with water , put on burner , and turn burner on , wait until water boils"
206,1,0,0,,"place the bag of chips and the bottle on the low table"
207,0,0,0,,"turn on the television to channel three"
207,5,0,0,,"move each table to a corner of the room"
211,1,0,0,,"turn to channel 3"
212,1,0,0,,"take ice cream out of the freezer and scoop some onto the plate"
214,0,0,0,,"take the mug out of the microwave and pour it in the bigger plate"
214,1,0,0,,"take the ice cream out of the freezer and scoop some onto the same plate"
214,2,0,0,,"pick up the bottle of syrup and squeeze some onto the bigger plate"
215,2,0,0,,"turn on the stove until the water is 100 degrees celcius"
217,1,0,0,,"make sure all food is on the coffee table"
219,1,0,0,,"take ice cream out of the freezer and scoop some onto the same plate"
219,2,0,0,,"pick up the bottle of syrup and put some on the scooped ice cream"
220,0,0,0,,"put pot in the sink and toggle the tap until the pot is 80 percent full"
220,2,0,0,,"turn on the stove until water temperature is 100 degrees celcius"
221,0,0,0,,"pick up the instant ramen and take off the top"
221,3,0,0,,"turn off the microwave after a few minutes"
223,1,0,0,,"make sure the tv is off"
223,2,0,0,,"make sure there is a book on the table in front of the couch"
224,5,0,0,,"look for books and if you find any put them on the table"
225,1,0,0,,"wait until the water has a temperature of 100 degrees celsius"
226,0,0,0,,"put the pot in the sink and turn on the tap until the pot is ten percent full"
226,4,0,0,1,"turn on the stove for two minutes then turn it off"
229,1,0,0,,"put the pot in the sink and turn on the tap until the pot is ten percent full"
230,0,0,0,,"turn on the tv and scroll down to the movie channel"
232,0,0,0,,"place the plate on the main table"
233,0,0,0,,"make coffee if there is none"
233,1,0,0,,"look for ice cream and if you find any , add it to the coffee mug"
234,0,0,0,,"put the table in one corner"
234,5,0,0,,"bring the large couch one meter away from the tv"
236,0,0,0,,"place the pot in the sink and turn on tap until the pot is 80 percent full then turn off the tap"
236,2,0,0,,"turn on the stove until the water temperature is 100 degrees celcius"
238,3,0,0,,"put the table in one corner of the room"
239,2,0,0,,"put the table in one corner of the room"
240,0,0,0,,"clear table by dumping contents of bowl in sink and throwing away beer and coke in trash"
240,2,0,0,,"take remote from shelf and turn off the tv , then replace remote on shelf"
241,0,0,0,,"fill the pot with water and put it on the back right burner which is on"
243,0,0,0,,"take the dishes and place them on top of each other"
243,2,0,0,1,"put the bottles away in the appropriate cabinets"
244,4,0,0,,"move chairs aside to the walls to make room"
245,1,0,0,,"put perishable items in the refrigerator"
246,1,0,0,,"place the cup in the microwave and heat until it is the appropriate temperature"
247,1,0,0,,"after there is water in the mug put the mug back in the microwave and set it to no more than 3 minutes"
248,0,0,0,,"place the game back in its case"
250,2,0,0,,"take both items and serve them to whomever it is meant for"
251,2,0,0,,"take pot over to stove , place on any burner , and turn on the fire for that burner"
251,4,0,0,,"once there is steam rising and bubbles , turn off fire"
253,0,0,0,,"turn tv on with remote and find movie (lincoln)"
253,3,0,0,,"throw away beer and soda , and place book of records on shelf with brown book"
254,0,0,0,,"turn the tv on and change the channel to one with music"
255,0,0,0,,"make sure the tv is off first"
255,1,0,0,,"then get the books needed to study and put it on the table"
255,2,0,0,,"then take the chips bag and pour its contents inside the bowl next to it and bring the bowl to the table near the couches"
256,2,0,0,,"turn on the burner and let the water boil"
256,3,0,0,,"once it is boiling , open the lid of the ramen cup and pour boiling water in until it reaches the top of the container"
257,1,0,0,,"remove boiled egg as well and place on plate"
257,2,0,0,,"pour said drink in a long cup or mug"
257,3,0,0,,"bring cup , plate , and possibly salt to whomever is eating , with plate in one hand and drink in the other"
258,0,0,0,,"get the tall cup with water in it and put it in the microwave"
258,1,0,0,,"set the microwave for no more than 3 minutes"
258,2,0,0,,"then take the ramen on the counter and pour its contents in the cup that was in the microwave"
259,2,0,0,,"stack the books neatly on the shelf"
261,1,0,0,,"wash mug etc by soaping with sponge (robot waterproof?) , turning on the water , rinsing , turning off water"
261,4,0,0,,"put icecream in freezer (open door , place on shelf , close door)"
263,2,0,0,,"put books on one shelf"
264,0,0,0,,"go to the refrigerator and open it to get the boiled egg and the coke can"
265,0,0,0,,"gather ingredients (egg from fridge , ramen from counter) microwave water in cup , or boil water in pot (process described in previous scenario)"
265,1,0,0,,"pour boiling water in ramen cup after opening the cup and removing soup base"
265,2,0,0,,"pour soup base"
266,0,0,0,,"turn on tv and make sure the volume is up for music"
267,0,0,0,,"take the dishes and stack neatly"
267,1,0,0,,"put the bottles in the appropriate cabinet"
268,1,0,0,,"get spoon and plate , open ice cream , scoop and place on plate , close ice cream , replace in fridge"
269,0,0,0,,"turn off the tv , put all the pillows back on the top shelf , empty the contents of the bowl , throw out empty bottles and cans , and take out the trash"
270,0,0,0,,"put coffee in the tall glass"
270,1,0,0,,"take out the ice cream and using a spoon , scoop some into the cup"
270,2,0,0,,"take the chocolate syrup and drizzle some on top"
271,3,0,0,,"put book of records on shelf with other books"
272,1,0,0,,"put the pot on the stove and turn on its respective burner"
272,2,0,0,,"keep it on until the water comes to a boil"
273,1,0,0,,"take far cry game cd and put in xbox by pressig eject to open drive"
273,2,0,0,,"throw out beer , coke , and sketchy stuff in bowl"
273,3,0,0,,"take pillows from shelf and distribute among couches"
274,0,0,0,,"set up the xbox and put in the desired movie to watch"
274,1,0,0,,"turn on the tv and xbox appropriately"
274,2,0,0,,"dump the bowl's contents and fill it with chips"
274,3,0,0,,"put the pillows on the couches up against the back cushion"
275,1,0,0,,"replace ice cream in freezer"
276,0,0,0,,"take book of records and place on table with brown book"
276,1,0,0,,"the tv is already turned off"
276,5,0,0,,"throw out open beer and coke"
276,6,0,0,,"chips are good"
277,0,0,0,,"take book of records and place on table with brown book"
277,1,0,0,,"the tv is already turned off"
277,5,0,0,,"throw out open beer and coke"
277,6,0,0,,"chips are good"
278,0,0,0,,"turn on tv with remote and turn to lincoln"
278,3,0,0,,"go to shelf and pick up pillows and distribute on couches"
279,2,0,0,,"put all the books together on the desk"
280,1,0,0,1,"peel and throw out shell"
280,3,0,0,,"take plate along with the mug with coffee in it to hungry person"
281,0,0,0,,"keep all books together on the shelf"
281,1,0,0,,"make sure the tv is off"
282,0,0,0,,"take remote and turn channel to lincoln"
282,1,0,0,,"pick up chips and tilt bag to pour chips into the bowl next to it"
283,0,0,0,,"set up the xbox and tv and turn both on"
286,2,0,0,,"carry both and serve to whomever"
287,0,0,0,,"dump the coffee in the mug in the sink , put all perishable items in the refrigerator , put all the dishes , utensils , and pots in the sink"
288,2,0,0,,"wait a few minutes for it to cook"
289,0,0,0,,"take glass and put water in glass via sink"
289,3,0,0,,"once water is boiled/hot , remove from microwave"
290,0,0,0,,"make sure the tv is turned off , take the chips and pour its contents in the bowl , and arrange the needed books on the table"
291,0,0,0,,"empty the contents of the mug and put the dirty dishes and utensils inside the sink"
292,0,0,0,,"turn off right back burner"
292,2,0,0,,"replace ice cream in freezer"
298,0,0,0,,"put the dishes in the sink , put all perishable foods in the refrigerator , and put the pots and utensils in the sink"
299,0,0,0,,"put the game in the xbox , turn on the tv , arrange the couches around the tv , take the chips and pour its content in the bowl , take the bowl and place it on the table by the couches"
301,3,0,0,,"wait for 3 minutes before serving it"
302,0,0,0,,"put cd in xbox and turn it on to play music"
306,4,0,0,,"wait until it is cool"
309,3,0,0,,"wait for water to boil"
310,2,0,0,,"pour some syrup on top of the ice cream from vanilla syrup bottle"
312,0,0,0,,"move away the xbox and farcrygamecd from the desk"
312,3,0,0,,"place the bag of chip and coke on the desk too"
313,0,0,0,,"move the mug close to the chocolate syrup"
313,1,0,0,,"take a spoon of ice cream from the freezer , and put it on top of the coffee"
314,2,0,0,,"put a spoon next to them too"
315,1,0,0,,"toggle the tap to fill the pot"
317,0,0,0,,"take mug form microwave and pour its contents in the sink"
317,1,0,0,,"do the same to the cup and glass"
317,2,0,0,,"finally put everything in the cupboard"
324,0,0,0,,"turn on the music to classical and prepare food like snacks fruits"
324,1,0,0,,"clean the living room to get empty space"
332,4,0,0,,"put everything left on the counters onto a single counter"
333,0,0,0,,"put all books required for our study night on the table"
333,2,0,0,,"put enough food for us on the table"
334,0,0,0,,"add a scoop of icecream to the mug filled with coffee"
334,1,0,0,,"take the same mug and add three squeezes of syrup to it"
335,1,0,0,,"read the instructions on the ramen container to find out the necessary amount of water and microwaving time"
337,1,0,0,,"make sure both are turned on"
337,4,0,0,,"make sure the tv volume at 50%"
337,5,0,0,,"put the bowl filled with chips and bag of chips on the table"
338,3,0,0,,"put the bowl filled with chips on the table"
339,1,0,0,,"put the ramen on the counter into the original ramen container"
339,2,0,0,,"put everything left on the kitchen counters onto one single counter"
340,1,0,0,,"put the frozen foods into the freezer"
340,3,0,0,,"place everything else onto one single counter"
342,0,0,0,,"fill the ramen container with the required amount of ramen and place the container into the microwave for the required amount of time"
344,1,0,0,,"place all edibles on the table"
344,3,0,0,,"put the pillows on the shelves as well"
346,1,0,0,,"plate a clean plate and put it next to the coffee mug"
346,2,0,0,,"take a hard boiled egg from the refrigerator and place it on the plate"
346,3,0,0,,"bring the prepared food and drink to me"
347,1,0,0,,"prepare the long cup with ramen and water using the ramen instructions and microwave"
347,2,0,0,,"bring the long cup prepared with ramen and a clean spoon and the mug to me"
348,2,0,0,,"place a pillow on each couch"
349,4,0,0,,"arrange the couches so 3 are near the table with food a pillow on each"
350,1,0,0,,"put all books and other cds on the shelve"
351,0,0,0,,"set up the tv with the xbox turned on"
351,5,0,0,,"put all books and cds on the group on shelves"
353,0,0,0,,"have some drink and food being served"
355,0,0,0,,"arrange all things in proper order"
358,1,0,0,,"prepare food and games in front of the arranged couch"
359,1,0,0,,"serve the people when they come in"
362,1,0,0,,"put the pillows in good order"
366,0,0,0,,"grasp movie , grasp chips grasp pillow"
367,1,0,0,,"arrange various kinds of food"
368,0,0,0,,"grasp cd put in xbox"
369,0,0,0,,"get ramen cooked"
370,2,0,0,,"place plate and plate together and place the cups together"
371,0,0,0,,"turn on tv , change to channel 1"
374,0,0,0,,"grasp the remote turn on tv and turn to channel 3"
379,1,0,0,,"grasp mug from inside the microwave and take it out"
381,0,0,0,,"grasp the two plates"
382,0,0,0,,"turn on tv and turn to channel 4"
383,1,0,0,,"toggle tap to fill the pot with water"
383,4,0,0,,"then grasp the instant ramen , open it and add seasoning"
383,5,0,0,,"after the pot is boiling , pour the hot water to the cup of ramen"
385,3,0,0,,"arrange the couch to the corner to give more empty space in the middle of the room"
386,1,0,0,,"toggle the tap to wash plate"
389,2,0,0,,"pull out the coke on the table and rearrange them to the original place"
390,2,0,0,,"mix them together"
392,0,0,0,,"prepare the drink by pouring the drink in the yellow bottle into an empty cup on the table"
397,0,0,0,,"get the necessary books for me"
397,1,0,0,,"close the tv by clicking the button"
398,0,0,0,,"pick up one movie for me and play it"
398,1,0,0,,"get out chips form fridge"
399,2,0,0,,"after 10 minutes rearrange these to the original states"
402,1,0,0,,"bring them to me by putting them in plates and bowls"
403,2,0,0,,"place pot on stove , turn on the stove and let ramen cook for 5 min"
404,1,0,0,,"toggle the tap to fill the kettle"
404,4,0,0,,"after the kettle is boiling , toggle off the back-left burner"
408,1,0,0,,"also discard the content in the bowl"
409,1,0,0,,"use the remote control on the table and turn off the tv"
412,4,0,0,,"sit on the couch to play though"
413,0,0,0,,"use the kettle to boil water"
413,2,0,0,,"use stove to heat the kettle"
415,3,0,0,,"move the couch to face the tv so that we can sit on the couch to play"
419,0,0,0,,"mix syrup and water to make a drink"
419,1,0,0,,"you can get water by rotating the tab near sink"
419,2,0,0,,"use kettle to boil water and mix heated water with instantramen"
421,0,0,0,,"put water into the mug and use microwave to heat the mug"
421,1,0,0,,"then put the heated water into instantramen"
422,1,0,0,,"put the kettle on the stove and rotate the burner to heat the water"
423,1,0,0,,"no need to replace xbox"
423,3,0,0,,"no need to re-arrange the couch"
424,3,0,0,,"after cleaning the plates , put them near the kettle too"
425,0,0,0,,"put some water into the kettle and then use the stove to heat the kettle"
426,0,0,0,,"mix syrup with water to make a sweet drink"
426,1,0,0,,"use kettle and stove to boil some water"
426,2,0,0,,"mix the heated water with instantramen"
427,0,0,0,,"put some water into the kettle and use the stove to heat the kettle"
430,1,0,0,,"if it is in the correct place , leave it"
430,2,0,0,,"if it is in the incorrect place , pick it up and put it in the correct place"
430,3,0,0,,"repeat until all objects are in the correct place"
431,0,0,0,,"look to see where things are dirty"
431,1,0,0,,"look to see where things are out of place , which need washing or putting away"
431,2,0,0,,"vacuum the carpet , straighten any cushions , pick up litter"
432,0,0,0,,"look to see where things are dirty"
432,1,0,0,,"look to see where things are out of place , which need washing or putting away"
432,2,0,0,,"vacuum the carpet , straighten any cushions , pick up litter"
433,0,0,0,,"please put these books on the bookshelf"
436,3,0,0,,"add corn flakes"
436,6,0,0,,"take tray to user"
438,1,0,0,,"then go to the cockoven , toggle on a burner , place the filled pan on the toggled burner , wait it to boil to 100 degree c , toggle off the burner"
439,0,0,0,,"go grab the coffee , ice cream , and syrup"
440,0,0,0,,"go grab the ramen"
440,1,0,0,,"fill a pot with water put the pot on the stove then once the water is boiling add the ramen to the pot"
451,3,0,0,,"pick up instantramen"
451,4,0,0,,"pour instantramen in mug"
452,0,0,0,,"pick up the coffee , put a little bit of ice cream and syrup in it"
453,0,0,0,,"go get the books , turn off the tv and put out the food"
456,2,0,0,,"lets make a tea"
458,0,0,0,,"dave , take some coffee and then mix in ice cream and syrup"
459,0,0,0,,"dave , place the xbox controller on the table , put the cola can and the bottle into the trash"
460,2,0,0,,"make a playlist with popular 80s rock songs"
460,3,0,0,,"tidy up the room , so that things that can be broken are out of the way"
460,5,0,0,,"order pizza for when the party has started"
461,2,0,0,,"make sure the xbox and the tv are connected"
461,4,0,0,,"check the dvd boxes if the right dvd is in the right box , and place all boxes on the table"
462,0,0,0,,"take all dirty dishes and put food leftovers in the trash"
462,1,0,0,,"put the dishes in the dishwasher and clean all surfaces with a sponge"
463,0,0,0,,"arrange the couch so that xbox for the game night"
463,1,0,0,,"check the games and xbox and make sure there is plenty of snacks and drinks"
464,0,0,0,,"clean the kitchen and make sure the dishes are empty before you put them in the dishwasher"
465,0,0,0,,"make the room really cozy and place pillows and blankets in front of the tv and on the couch"
465,1,0,0,,"give us a selection of romantic comedy and prepare some healthy snacks please"
466,0,0,0,,"clean and tidy up everything"
466,1,0,0,,"put up some dark and evil gothic decorations and make sure we have loud death metal music"
466,2,0,0,,"also , prepare some food that resembles gothic and vampire themes but is legal and yummy"
467,0,0,0,,"put away all the dirty stuff in the kitchen and clean it"
469,0,0,0,,"first collect everything that comes to waste and trash it"
469,1,0,0,,"then clean the surfaces and tidy up the room"
470,1,0,0,,"turn on the tv and learn how to play with us!"
472,3,0,0,,"put table between chairs and tv"
473,0,0,0,,"turn off the tv , get some food and get the books to study"
474,2,0,0,,"place put on burner"
474,4,0,0,,"wait till water boils for 3 minutes"
476,1,0,0,,"crack open in bowel"
476,5,0,0,,"cook under medium heat"
477,0,0,0,,"get a pot , add water to the pot until almost full"
477,2,0,0,1,"turn on the stove to medium high setting"
477,3,0,0,,"wait for water to boil"
478,0,0,0,,"go to stereo or other music source"
478,1,0,0,,"play jazz music at a medium volume level"
478,2,0,0,,"move furniture such as chairs and tables closer to the walls so there is empty space in the center of the room"
478,3,0,0,,"get potato chips or peanuts or other snacks and place in bowls on the table"
479,1,0,0,,"find ice cream and scooper and place one scoop of ice cream into bowl with scooper"
479,2,0,0,,"find bottle of syrup and place it on top of ice cream in bowl"
481,1,0,0,,"play cd using xbox and tv"
481,5,0,0,,"move coffee table to side of room"
482,1,0,0,,"add egg and wait 12 minutes"
482,4,0,0,,"place spoon , coffee , and plate together on table"
483,1,0,0,,"fill kettle 2/3 full with water"
483,4,0,0,,"wait until water boils"
484,0,0,0,,"first find a food and make it"
484,2,0,0,,"after making food , bring the food within sight of the television"
484,3,0,0,,"next , insert the movie media into a playback device"
484,4,0,0,,"ensure that the device is connected and properly configured to show video on the screen"
484,6,0,0,,"lastly , gather and arrange pillows around self until optimal temperature is obtained"
486,0,0,0,,"go get me a bowl of chicken ramen"
489,3,0,0,,"place couch 4 feet in front of television"
490,1,0,0,,"put out favorite movie foods"
490,2,0,0,,"put out extra pillows for couch and floor"
491,1,0,0,,"place ice cream in tall glasses"
492,0,0,0,,"mix a cup of coffee with a tablespoon of ice cream and then add just a bit of syrup"
493,0,0,0,,"make a cup of coffee , then mix in a tablespoon of ice cream and then add a little syrup to the cup"
494,1,0,0,,"toast 2 pieces of bread"
494,3,0,0,,"put the toasted bread on a plate"
494,5,0,0,,"bring cream , sugar and jam to the table"
495,1,0,0,,"move all furniture to the sides of the room"
506,0,0,0,,"get some movies to choose from"
506,1,0,0,,"get lots of snacks"
508,1,0,0,,"add ramen noodles and cook until tender"
508,2,0,0,,"add contents of flavoring packet"
510,1,0,0,,"then put the ramen in the microwave and cook it for a few minutes"
510,2,0,0,,"finally stir the ramen with a spoon"
513,0,0,0,,"put ramen contents and 1 glass of water in kettle"
513,2,0,0,,"pour cooked ramen from kettle into plate"
514,0,0,0,,"open fridge and have energydrink"
514,1,0,0,,"empty instantramen and 1 longglass water into mug"
514,3,0,0,,"serve cooked instantramen from mug in plate"
517,0,0,0,,"put the cd on the table on the shelf close to the tv"
518,0,0,0,,"put a movie into the x box and bring some food to the table"
518,1,0,0,,"set some pillows on the couch too"
520,2,0,0,,"finally , wait until the water is boiling , and remove it from the microwave"
521,2,0,0,,"finally , collect them all into a neat stack"
521,4,0,0,,"finally , collect the cups and put them next to the silverware"
521,5,0,0,,"lastly , collect the other items and put them in their place (the ramen and the syrup)"
522,0,0,0,,"first find the shrek 2 movie and put it into the xbox"
522,1,0,0,,"next , the television has to be turned to the proper channel"
522,2,0,0,,"turn the xbox on to begin the movie"
522,3,0,0,,"the food is prepared by pouring the chips into the bowl"
