"Sample ID","Sentence ID","Tree","Parsed","Valid","Sentence"
113,7,0,0,,"move all chairs and tables to the edge of the room"
113,8,0,0,,"make sure the chairs are rotated so that they face the room's center"
114,1,0,0,,"make sure it contains coffee"
114,2,0,0,,"if it contains coffee , put it in the microwave"
114,3,0,0,,"otherwise add coffee and water"
114,7,0,0,1,"slowly pour the contents of the mug into the bowl"
114,8,0,0,,"add two squirts of the syrup"
115,2,0,0,,"put flavors in the cupboard"
116,2,0,0,,"put everything else into the fridge"
118,3,0,0,1,"move drinks and food to the middle of the table"
121,0,0,0,,"pour the pot's contents into the trash and place all glasses and mugs into the sink"
122,4,0,0,,"clear all non-food or drink items from the coffee table"
122,7,0,0,,"open the bag of chips and pour the contents into the bowl until it's full"
122,8,0,0,,"divide the pillows up evenly among the chairs"
124,2,0,0,1,"pour the rest of the chips into the bowl , then throw away the bag"
125,3,0,0,,"remove all non-food and drink items and put them on shelves"
125,7,0,0,,"move all chairs and tables so that they're against the walls"
126,0,0,0,1,"put cds and xbox  on the cupboard next to the tv"
127,0,0,0,,"there's coffee in the mug on the table; take that , look in the freezer for some ice cream"
128,2,0,0,,"put the pot on a burner on the stove on medium heat"
128,4,0,0,,"wait fifteen minutes"
128,5,0,0,1,"slowly pour the contents of the pot into the mug"
129,0,0,0,,"take the pot that already has some water in it"
129,1,0,0,,"put it on one of the burners , and turn it on"
131,1,0,0,,"bring all non-alcoholic drinks to the table"
131,3,0,0,,"open the chips and pour them into the bowl until it filled"
131,5,0,0,,"turn off the tv if needed"
132,2,0,0,,"put two scoops of ice cream into this white bowl , then put vanilla and chocolate syrup over it"
136,1,0,0,,"add water from the faucet until it overflows"
137,0,0,0,,"if any of the pots or dishes have food on or in them , dump them out in the garbage can , then put them in the sink"
137,1,0,0,,"the syrups can go into the fridge , and the instant ramen should go back into a cabinet"
138,1,0,0,,"put xbox and its controller on the low big table"
140,1,0,0,,"using a spoon add two cups of ice cream carefully to the mug"
140,2,0,0,,"add one squirt of each chocolate and vanilla syrup to the mug"
142,1,0,0,,"put away water , ramen , and flavors in the cupboard"
143,0,0,0,1,"pick up the beer bottle off the ground , throw it away"
143,2,0,0,,"move the two seats away from the desk"
144,3,0,0,,"move all furniture to the sides of the room"
146,1,0,0,1,"add the cd to the disk tray of the xbox"
146,2,0,0,,"turn the volume on the tv up all the way"
146,3,0,0,,"move the tables and chair so that they are on the wall"
147,1,0,0,,"go to the sink , fill the ramen cup with water up to the indicated line"
148,1,0,0,1,"put xbox and its controller in the shelf under the tv"
148,6,0,0,,"put books on the study desk"
149,1,0,0,,"change the channel so a movie is playing"
150,2,0,0,1,"take ice cream out of the freezer"
150,3,0,0,,"put coffee into the white bowl , then put two scoops of ice cream over that"
150,4,0,0,,"finally , take the syrup on the counter and drizzle it over the ice cream"
151,1,0,0,,"take the bowl and pour the chips into it; throw away the bag afterwards"
152,2,0,0,,"move the couch so that it's in front of the xbox"
153,2,0,0,,"stir the mug with a clean spoon for half a minute"
155,1,0,0,,"heat the pot on the stove until the water boils for two minutes"
157,0,0,0,,"fill the mug with water from the sink and put it into the microwave oven"
157,1,0,0,,"turn on the oven for 10minutes"
158,0,0,0,,"fill the pot with water up to tow thirds and boil it on the stove for 10 minutes"
159,1,0,0,,"fill the pot with water up to two thirds"
161,1,0,0,1,"dump the contents of the bowl into the trash and place it in the sink in the kitchen"
166,1,0,0,,"place anything related to the xbox in the cabinet under the tv"
167,5,0,0,,"take everything related to the xbox and put it in the cabinet under the tv"
168,2,0,0,1,"take a pot out of the cabinet and fill it with water"
168,3,0,0,,"put it on the back burner and boil the water"
168,4,0,0,,"open the ramen and pour in enough water"
168,5,0,0,1,"take a cup out of the cabinet and pour the ginger ale on the counter into it"
168,6,0,0,,"give the ramen and ginger ale to who wants it"
170,2,0,0,,"take anything related to the xbox and put it in the cabinet under the tv"
171,0,0,0,,"take the icecream out of the freezer and put several scoops in the cup with the coffee in it"
172,0,0,0,,"take the pot , fill it halfway with water , put in on the right burner and turn it on"
172,2,0,0,,"take the egg out of the pot , place it in the bowl , and then take a cup from the counter and fill it with cold water from the sink"
173,1,0,0,,"open the ramen and put enough water in"
174,5,0,0,,"turn all chairs to face the tv"
175,1,0,0,,"open the ramen and put enough water in"
176,0,0,0,1,"take the boiled egg out of the fridge , place it on the plate"
176,1,0,0,,"fill the cup with energy drink until halfway full , and then serve both the egg and the cup"
177,1,0,0,,"put everything related to the xbox on the shelf"
179,0,0,0,,"take the ice cream out of the freezer and put several scoops into the cup with the coffee in it"
183,2,0,0,1,"serve them to me at the counter"
184,1,0,0,,"turn the burner on , and wait until the water boils"
188,2,0,0,,"put it on the already lit burner"
188,3,0,0,,"wait until it boils"
194,0,0,0,,"organize the chairs so that they face the tv"
194,3,0,0,,"turn to channel 3 on the tv"
195,1,0,0,,"fill up with water from the sink to the right amount"
195,2,0,0,,"put in microwave , and cook for specified time"
196,0,0,0,,"take the ramen and remove the top , and fill the cup with water"
198,2,0,0,,"put energy drink in class and egg on plate"
199,0,0,0,,"put cd into tv to watch movie"
203,3,0,0,,"put all drinks on end table , and fill bowl with chips"
205,0,0,0,,"take pot , fill with water , put on burner , and turn burner on , wait until water boils"
206,1,0,0,,"place the bag of chips and the bottle on the low table"
207,0,0,0,,"turn on the television to channel three"
207,5,0,0,,"move each table to a corner of the room"
207,6,0,0,1,"move all the sofas or chairs next to the wall"
209,0,0,0,1,"take all dishes out of the sink and place them on the counter"
212,0,0,0,1,"take the mug out of the microwave and pour it on the plate"
212,1,0,0,,"take ice cream out of the freezer and scoop some onto the plate"
214,0,0,0,,"take the mug out of the microwave and pour it in the bigger plate"
214,1,0,0,,"take the ice cream out of the freezer and scoop some onto the same plate"
214,2,0,0,,"pick up the bottle of syrup and squeeze some onto the bigger plate"
215,2,0,0,,"turn on the stove until the water is 100 degrees celcius"
219,1,0,0,,"take ice cream out of the freezer and scoop some onto the same plate"
219,2,0,0,,"pick up the bottle of syrup and put some on the scooped ice cream"
220,0,0,0,,"put pot in the sink and toggle the tap until the pot is 80 percent full"
220,2,0,0,,"turn on the stove until water temperature is 100 degrees celcius"
221,0,0,0,,"pick up the instant ramen and take off the top"
221,3,0,0,,"turn off the microwave after a few minutes"
223,2,0,0,,"make sure there is a book on the table in front of the couch"
224,5,0,0,,"look for books and if you find any put them on the table"
225,1,0,0,,"wait until the water has a temperature of 100 degrees celsius"
226,0,0,0,,"put the pot in the sink and turn on the tap until the pot is ten percent full"
226,4,0,0,1,"turn on the stove for two minutes then turn it off"
228,2,0,0,1,"put the xbox on the table next to the lamp"
229,1,0,0,,"put the pot in the sink and turn on the tap until the pot is ten percent full"
230,0,0,0,,"turn on the tv and scroll down to the movie channel"
232,0,0,0,,"place the plate on the main table"
233,0,0,0,,"make coffee if there is none"
233,1,0,0,,"look for ice cream and if you find any , add it to the coffee mug"
234,0,0,0,,"put the table in one corner"
234,5,0,0,,"bring the large couch one meter away from the tv"
235,1,0,0,1,"place the mug next to the plate on the kitchen table"
236,0,0,0,,"place the pot in the sink and turn on tap until the pot is 80 percent full then turn off the tap"
236,2,0,0,,"turn on the stove until the water temperature is 100 degrees celcius"
238,0,0,0,1,"turn on the tv to a music channel"
238,3,0,0,,"put the table in one corner of the room"
238,5,0,0,1,"put all chairs next to the wall"
239,0,0,0,1,"put all chairs next to the wall"
239,2,0,0,,"put the table in one corner of the room"
240,0,0,0,,"clear table by dumping contents of bowl in sink and throwing away beer and coke in trash"
241,0,0,0,,"fill the pot with water and put it on the back right burner which is on"
243,0,0,0,,"take the dishes and place them on top of each other"
243,2,0,0,1,"put the bottles away in the appropriate cabinets"
244,1,0,0,1,"remove beer , bowl , and trash bag on floor and dispose"
244,4,0,0,,"move chairs aside to the walls to make room"
245,1,0,0,,"put perishable items in the refrigerator"
246,1,0,0,,"place the cup in the microwave and heat until it is the appropriate temperature"
247,1,0,0,,"after there is water in the mug put the mug back in the microwave and set it to no more than 3 minutes"
248,0,0,0,,"place the game back in its case"
250,2,0,0,,"take both items and serve them to whomever it is meant for"
251,0,0,0,1,"take pot over to the sink , turn on the tap , and fill with water"
251,2,0,0,,"take pot over to stove , place on any burner , and turn on the fire for that burner"
251,4,0,0,,"once there is steam rising and bubbles , turn off fire"
253,3,0,0,,"throw away beer and soda , and place book of records on shelf with brown book"
254,0,0,0,,"turn the tv on and change the channel to one with music"
255,0,0,0,,"make sure the tv is off first"
255,1,0,0,,"then get the books needed to study and put it on the table"
255,2,0,0,,"then take the chips bag and pour its contents inside the bowl next to it and bring the bowl to the table near the couches"
256,2,0,0,,"turn on the burner and let the water boil"
256,3,0,0,,"once it is boiling , open the lid of the ramen cup and pour boiling water in until it reaches the top of the container"
257,1,0,0,,"remove boiled egg as well and place on plate"
257,2,0,0,,"pour said drink in a long cup or mug"
257,3,0,0,,"bring cup , plate , and possibly salt to whomever is eating , with plate in one hand and drink in the other"
258,0,0,0,,"get the tall cup with water in it and put it in the microwave"
258,1,0,0,,"set the microwave for no more than 3 minutes"
258,2,0,0,,"then take the ramen on the counter and pour its contents in the cup that was in the microwave"
259,2,0,0,,"stack the books neatly on the shelf"
260,2,0,0,1,"move the xbox remote to the table in front of the couches"
264,0,0,0,,"go to the refrigerator and open it to get the boiled egg and the coke can"
265,1,0,0,,"pour boiling water in ramen cup after opening the cup and removing soup base"
265,2,0,0,,"pour soup base"
266,0,0,0,,"turn on tv and make sure the volume is up for music"
267,0,0,0,,"take the dishes and stack neatly"
267,1,0,0,,"put the bottles in the appropriate cabinet"
269,0,0,0,,"turn off the tv , put all the pillows back on the top shelf , empty the contents of the bowl , throw out empty bottles and cans , and take out the trash"
270,0,0,0,,"put coffee in the tall glass"
270,1,0,0,,"take out the ice cream and using a spoon , scoop some into the cup"
270,2,0,0,,"take the chocolate syrup and drizzle some on top"
271,3,0,0,,"put book of records on shelf with other books"
272,1,0,0,,"put the pot on the stove and turn on its respective burner"
272,2,0,0,,"keep it on until the water comes to a boil"
273,1,0,0,,"take far cry game cd and put in xbox by pressig eject to open drive"
273,2,0,0,,"throw out beer , coke , and sketchy stuff in bowl"
273,3,0,0,,"take pillows from shelf and distribute among couches"
274,0,0,0,,"set up the xbox and put in the desired movie to watch"
274,1,0,0,,"turn on the tv and xbox appropriately"
274,2,0,0,,"dump the bowl's contents and fill it with chips"
274,3,0,0,,"put the pillows on the couches up against the back cushion"
276,0,0,0,,"take book of records and place on table with brown book"
276,5,0,0,,"throw out open beer and coke"
277,0,0,0,,"take book of records and place on table with brown book"
277,5,0,0,,"throw out open beer and coke"
278,1,0,0,1,"pour chips into the bowl next to it and put bowl on the table"
279,2,0,0,,"put all the books together on the desk"
280,1,0,0,1,"peel and throw out shell"
280,3,0,0,,"take plate along with the mug with coffee in it to hungry person"
281,0,0,0,,"keep all books together on the shelf"
282,1,0,0,,"pick up chips and tilt bag to pour chips into the bowl next to it"
282,2,0,0,1,"bring the bowl over to table"
282,6,0,0,1,"take pillow over to couches and place on couch"
286,0,0,0,1,"take the coffee out of the microwave"
286,2,0,0,,"carry both and serve to whomever"
287,0,0,0,,"dump the coffee in the mug in the sink , put all perishable items in the refrigerator , put all the dishes , utensils , and pots in the sink"
288,2,0,0,,"wait a few minutes for it to cook"
289,0,0,0,,"take glass and put water in glass via sink"
290,0,0,0,,"make sure the tv is turned off , take the chips and pour its contents in the bowl , and arrange the needed books on the table"
292,0,0,0,,"turn off right back burner"
297,0,0,0,1,"put the books on the table , turn off the tv and put food out on the table"
298,0,0,0,,"put the dishes in the sink , put all perishable foods in the refrigerator , and put the pots and utensils in the sink"
299,0,0,0,,"put the game in the xbox , turn on the tv , arrange the couches around the tv , take the chips and pour its content in the bowl , take the bowl and place it on the table by the couches"
301,3,0,0,,"wait for 3 minutes before serving it"
302,0,0,0,,"put cd in xbox and turn it on to play music"
306,4,0,0,,"wait until it is cool"
309,3,0,0,,"wait for water to boil"
310,2,0,0,1,"pour some syrup on top of the ice cream from vanilla syrup bottle"
312,3,0,0,,"place the bag of chip and coke on the desk too"
313,0,0,0,,"move the mug close to the chocolate syrup"
313,1,0,0,1,"take a spoon of ice cream from the freezer , and put it on top of the coffee"
314,1,0,0,1,"take the plate next to the mug"
314,2,0,0,,"put a spoon next to them too"
315,1,0,0,,"toggle the tap to fill the pot"
317,0,0,0,,"take mug form microwave and pour its contents in the sink"
317,1,0,0,,"do the same to the cup and glass"
317,2,0,0,,"finally put everything in the cupboard"
319,0,0,0,1,"take out the books for me and turn off the tv"
319,1,0,0,1,"prepare some coffee for me with milk and sugar"
324,0,0,0,,"turn on the music to classical and prepare food like snacks fruits"
324,1,0,0,,"clean the living room to get empty space"
332,2,0,0,1,"put the ramen back into the ramen container"
332,4,0,0,,"put everything left on the counters onto a single counter"
333,0,0,0,,"put all books required for our study night on the table"
333,2,0,0,,"put enough food for us on the table"
334,0,0,0,,"add a scoop of icecream to the mug filled with coffee"
334,1,0,0,,"take the same mug and add three squeezes of syrup to it"
335,1,0,0,,"read the instructions on the ramen container to find out the necessary amount of water and microwaving time"
336,1,0,0,1,"put the mathbook next to the other books in the room"
337,1,0,0,,"make sure both are turned on"
337,4,0,0,,"make sure the tv volume at 50%"
337,5,0,0,,"put the bowl filled with chips and bag of chips on the table"
338,3,0,0,,"put the bowl filled with chips on the table"
339,1,0,0,,"put the ramen on the counter into the original ramen container"
339,2,0,0,,"put everything left on the kitchen counters onto one single counter"
340,1,0,0,,"put the frozen foods into the freezer"
340,3,0,0,,"place everything else onto one single counter"
342,0,0,0,,"fill the ramen container with the required amount of ramen and place the container into the microwave for the required amount of time"
344,0,0,0,1,"put the xbox and controller inside the cupboard under the tv"
344,1,0,0,,"place all edibles on the table"
344,3,0,0,,"put the pillows on the shelves as well"
346,1,0,0,1,"plate a clean plate and put it next to the coffee mug"
346,2,0,0,,"take a hard boiled egg from the refrigerator and place it on the plate"
346,3,0,0,,"bring the prepared food and drink to me"
347,1,0,0,,"prepare the long cup with ramen and water using the ramen instructions and microwave"
347,2,0,0,,"bring the long cup prepared with ramen and a clean spoon and the mug to me"
348,2,0,0,,"place a pillow on each couch"
349,4,0,0,,"arrange the couches so 3 are near the table with food a pillow on each"
350,1,0,0,,"put all books and other cds on the shelve"
351,0,0,0,,"set up the tv with the xbox turned on"
351,5,0,0,,"put all books and cds on the group on shelves"
353,0,0,0,,"have some drink and food being served"
355,0,0,0,,"arrange all things in proper order"
358,1,0,0,,"prepare food and games in front of the arranged couch"
359,1,0,0,,"serve the people when they come in"
362,1,0,0,,"put the pillows in good order"
366,0,0,0,,"grasp movie , grasp chips grasp pillow"
367,1,0,0,,"arrange various kinds of food"
368,0,0,0,,"grasp cd put in xbox"
370,2,0,0,,"place plate and plate together and place the cups together"
374,0,0,0,,"grasp the remote turn on tv and turn to channel 3"
381,2,0,0,1,"take the mug out of the microwave"
383,1,0,0,,"toggle tap to fill the pot with water"
383,4,0,0,,"then grasp the instant ramen , open it and add seasoning"
383,5,0,0,,"after the pot is boiling , pour the hot water to the cup of ramen"
385,2,0,0,1,"grasp the chips to the table in front of the couch"
385,3,0,0,,"arrange the couch to the corner to give more empty space in the middle of the room"
386,1,0,0,,"toggle the tap to wash plate"
387,1,0,0,1,"grasp the brown book to the table in front of the couch"
388,2,0,0,1,"grasp coke and beer to the table in front of the couch"
389,2,0,0,,"pull out the coke on the table and rearrange them to the original place"
390,2,0,0,,"mix them together"
392,0,0,0,,"prepare the drink by pouring the drink in the yellow bottle into an empty cup on the table"
397,0,0,0,,"get the necessary books for me"
397,1,0,0,,"close the tv by clicking the button"
398,0,0,0,,"pick up one movie for me and play it"
398,1,0,0,,"get out chips form fridge"
399,0,0,0,1,"pick up a game for me and play it in the xbox"
399,2,0,0,,"after 10 minutes rearrange these to the original states"
402,0,0,0,1,"get out drink and food for me from the fridge"
402,1,0,0,,"bring them to me by putting them in plates and bowls"
403,2,0,0,,"place pot on stove , turn on the stove and let ramen cook for 5 min"
404,1,0,0,,"toggle the tap to fill the kettle"
404,4,0,0,,"after the kettle is boiling , toggle off the back-left burner"
408,1,0,0,,"also discard the content in the bowl"
409,1,0,0,,"use the remote control on the table and turn off the tv"
413,0,0,0,,"use the kettle to boil water"
413,2,0,0,,"use stove to heat the kettle"
415,3,0,0,,"move the couch to face the tv so that we can sit on the couch to play"
418,2,0,0,1,"take the garbagebag out of the room"
419,0,0,0,,"mix syrup and water to make a drink"
419,1,0,0,,"you can get water by rotating the tab near sink"
419,2,0,0,,"use kettle to boil water and mix heated water with instantramen"
421,0,0,0,,"put water into the mug and use microwave to heat the mug"
421,1,0,0,,"then put the heated water into instantramen"
422,1,0,0,,"put the kettle on the stove and rotate the burner to heat the water"
423,1,0,0,,"no need to replace xbox"
423,3,0,0,,"no need to re-arrange the couch"
424,3,0,0,,"after cleaning the plates , put them near the kettle too"
425,0,0,0,,"put some water into the kettle and then use the stove to heat the kettle"
426,0,0,0,,"mix syrup with water to make a sweet drink"
426,1,0,0,,"use kettle and stove to boil some water"
426,2,0,0,,"mix the heated water with instantramen"
427,0,0,0,,"put some water into the kettle and use the stove to heat the kettle"
430,1,0,0,,"if it is in the correct place , leave it"
430,2,0,0,,"if it is in the incorrect place , pick it up and put it in the correct place"
430,3,0,0,,"repeat until all objects are in the correct place"
431,0,0,0,,"look to see where things are dirty"
431,1,0,0,,"look to see where things are out of place , which need washing or putting away"
431,2,0,0,,"vacuum the carpet , straighten any cushions , pick up litter"
432,0,0,0,,"look to see where things are dirty"
432,1,0,0,,"look to see where things are out of place , which need washing or putting away"
432,2,0,0,,"vacuum the carpet , straighten any cushions , pick up litter"
433,0,0,0,,"please put these books on the bookshelf"
436,0,0,0,1,"take glass out of cupboard"
436,2,0,0,1,"take bowl out of cupboard"
436,3,0,0,,"add corn flakes"
436,6,0,0,,"take tray to user"
439,0,0,0,,"go grab the coffee , ice cream , and syrup"
440,0,0,0,,"go grab the ramen"
440,1,0,0,,"fill a pot with water put the pot on the stove then once the water is boiling add the ramen to the pot"
451,3,0,0,,"pick up instantramen"
451,4,0,0,,"pour instantramen in mug"
452,0,0,0,,"pick up the coffee , put a little bit of ice cream and syrup in it"
453,0,0,0,,"go get the books , turn off the tv and put out the food"
456,2,0,0,,"lets make a tea"
458,0,0,0,,"dave , take some coffee and then mix in ice cream and syrup"
459,0,0,0,,"dave , place the xbox controller on the table , put the cola can and the bottle into the trash"
460,2,0,0,,"make a playlist with popular 80s rock songs"
460,3,0,0,,"tidy up the room , so that things that can be broken are out of the way"
460,5,0,0,,"order pizza for when the party has started"
461,4,0,0,,"check the dvd boxes if the right dvd is in the right box , and place all boxes on the table"
462,0,0,0,,"take all dirty dishes and put food leftovers in the trash"
462,1,0,0,,"put the dishes in the dishwasher and clean all surfaces with a sponge"
463,0,0,0,,"arrange the couch so that xbox for the game night"
463,1,0,0,,"check the games and xbox and make sure there is plenty of snacks and drinks"
464,0,0,0,,"clean the kitchen and make sure the dishes are empty before you put them in the dishwasher"
465,0,0,0,,"make the room really cozy and place pillows and blankets in front of the tv and on the couch"
465,1,0,0,,"give us a selection of romantic comedy and prepare some healthy snacks please"
466,0,0,0,,"clean and tidy up everything"
466,1,0,0,,"put up some dark and evil gothic decorations and make sure we have loud death metal music"
466,2,0,0,,"also , prepare some food that resembles gothic and vampire themes but is legal and yummy"
469,0,0,0,,"first collect everything that comes to waste and trash it"
469,1,0,0,,"then clean the surfaces and tidy up the room"
470,1,0,0,,"turn on the tv and learn how to play with us!"
473,0,0,0,,"turn off the tv , get some food and get the books to study"
474,2,0,0,,"place put on burner"
474,4,0,0,,"wait till water boils for 3 minutes"
476,1,0,0,,"crack open in bowel"
476,5,0,0,,"cook under medium heat"
477,0,0,0,,"get a pot , add water to the pot until almost full"
477,2,0,0,1,"turn on the stove to medium high setting"
477,3,0,0,,"wait for water to boil"
478,0,0,0,,"go to stereo or other music source"
478,1,0,0,,"play jazz music at a medium volume level"
478,2,0,0,,"move furniture such as chairs and tables closer to the walls so there is empty space in the center of the room"
478,3,0,0,,"get potato chips or peanuts or other snacks and place in bowls on the table"
479,2,0,0,1,"find bottle of syrup and place it on top of ice cream in bowl"
481,1,0,0,,"play cd using xbox and tv"
481,5,0,0,,"move coffee table to side of room"
482,1,0,0,,"add egg and wait 12 minutes"
482,4,0,0,,"place spoon , coffee , and plate together on table"
483,1,0,0,,"fill kettle 2/3 full with water"
483,4,0,0,,"wait until water boils"
484,0,0,0,,"first find a food and make it"
484,2,0,0,,"after making food , bring the food within sight of the television"
484,3,0,0,,"next , insert the movie media into a playback device"
484,4,0,0,,"ensure that the device is connected and properly configured to show video on the screen"
484,6,0,0,,"lastly , gather and arrange pillows around self until optimal temperature is obtained"
486,0,0,0,,"go get me a bowl of chicken ramen"
489,2,0,0,1,"take food from kitchen counter to game room table"
489,3,0,0,,"place couch 4 feet in front of television"
490,1,0,0,,"put out favorite movie foods"
490,2,0,0,,"put out extra pillows for couch and floor"
491,1,0,0,,"place ice cream in tall glasses"
492,0,0,0,,"mix a cup of coffee with a tablespoon of ice cream and then add just a bit of syrup"
493,0,0,0,,"make a cup of coffee , then mix in a tablespoon of ice cream and then add a little syrup to the cup"
494,1,0,0,,"toast 2 pieces of bread"
494,3,0,0,,"put the toasted bread on a plate"
494,5,0,0,,"bring cream , sugar and jam to the table"
495,1,0,0,,"move all furniture to the sides of the room"
497,0,0,0,1,"get music and food ready for the party"
498,0,0,0,1,"take dishes out of the dishwasher"
504,0,0,0,1,"get drinks ready for everyone"
506,0,0,0,,"get some movies to choose from"
506,1,0,0,,"get lots of snacks"
508,1,0,0,,"add ramen noodles and cook until tender"
508,2,0,0,,"add contents of flavoring packet"
510,1,0,0,,"then put the ramen in the microwave and cook it for a few minutes"
510,2,0,0,,"finally stir the ramen with a spoon"
513,2,0,0,,"pour cooked ramen from kettle into plate"
514,0,0,0,,"open fridge and have energydrink"
514,1,0,0,,"empty instantramen and 1 longglass water into mug"
514,3,0,0,,"serve cooked instantramen from mug in plate"
517,0,0,0,,"put the cd on the table on the shelf close to the tv"
518,0,0,0,,"put a movie into the x box and bring some food to the table"
518,1,0,0,,"set some pillows on the couch too"
520,2,0,0,,"finally , wait until the water is boiling , and remove it from the microwave"
521,2,0,0,,"finally , collect them all into a neat stack"
521,4,0,0,,"finally , collect the cups and put them next to the silverware"
522,0,0,0,,"first find the shrek 2 movie and put it into the xbox"
522,1,0,0,,"next , the television has to be turned to the proper channel"
522,2,0,0,,"turn the xbox on to begin the movie"
522,3,0,0,,"the food is prepared by pouring the chips into the bowl"
522,4,0,0,,"finally , grab the pillows from the shelf and arrange them on the chairs"
