"Sample ID","Sentence ID","Tree","Parsed","Valid","Sentence"
42,0,1,1,1,"fill up the bowl with chips and put it on the table"
42,1,1,1,1,"if the bag of chips is empty throw away the bag in the garbage bag"
42,2,1,1,1,"put the garbage bag into the garbage bin"
43,0,1,1,1,"grab cd"
43,1,1,1,1,"turn music on"
43,2,1,1,1,"arrange chips on table"
43,3,0,0,,"arrange couches in organized position"
43,4,1,1,1,"dispose garbage bag"
43,5,1,1,1,"arrange books on table"
43,6,1,1,1,"arrange pillows on couch"
43,7,1,1,1,"throw away beer and coke"
44,0,1,1,1,"place the pillows on the couch"
44,1,1,1,1,"put the beer bottle in the trash bin"
45,0,1,1,1,"arrange books on table"
45,1,1,1,1,"turn off television"
45,2,1,1,1,"arrange chips on table"
46,0,1,1,1,"grasp the spoon , fork , mug , and glass and bring to the sink"
46,1,1,1,1,"empty the contents of the glass and mug into the sink and rinse the dishes"
46,2,1,1,1,"clean the sink with the running water"
46,3,1,1,1,"grab the vanilla syrup bottle and chocolate syrup bottle , and open the fridge door"
46,4,1,1,1,"place the bottles inside the fridge and close the fridge door"
46,5,0,0,,"place the instant ramen to its designated pantry"
47,0,0,0,,"open the cup of instant ramen halfway and fill it up with water from the sink"
47,1,0,0,,"flatten the cover and put the instant ramen into the microwave and cook it for the specified time on the cup"
48,0,0,0,,"put coffee in cup open the freezer and put ice cream in it then add chocolate syrup"
49,0,0,0,,"put all the school books on the table turn off the tv and get chips and soda on the table"
50,0,1,1,1,"put the game cd on xbox"
50,1,0,1,1,"bring us chips"
50,2,1,1,1,"put the left pillow to right couch"
51,0,1,1,1,"get water in the pot from the sink then boil the water on the stove"
52,0,0,1,1,"collect the plates , utensils , and cups and put them in the sink"
52,1,0,1,1,"take the mug from the microwave and empty its contents into the sink and put it in the sink"
53,0,0,0,,"place all the school books on the table turn off the tv and put chips and soda on the table"
54,0,1,1,1,"put the empty cup and the dish to the sink"
55,0,0,0,,"if anything is disposable and used , put it in the trash bag"
55,1,0,0,,"if it is not disposable and on the floor , put it on the table nearest any items associated with it"
55,2,0,0,,"if a not disposable item contains only disposable objects , dump them into the trash bag , and treat the object like it was on the floor"
55,3,1,1,1,"remove the trash bag from the scenario"
56,0,0,0,,"put the cd's next to the tv , trash any open food and place all the controllers and remotes on the table and pick up the pillows"
57,0,1,1,1,"put the pillows on the couch and the books on the table in front of the couch"
57,1,1,1,1,"turn off the tv"
57,2,1,1,1,"bring the other chairs around the table in front of the couch"
58,0,1,1,1,"turn on the music"
58,1,0,1,1,"bring us chips and coke"
58,2,0,1,1,"bring us the controller"
59,0,0,0,,"put all the cd's on the table get chips and soda and make sure the pillows are on the couch"
60,0,0,0,,"take coffee from the container pour it into mug"
60,1,0,1,1,"scoop the ice-cream and pour syrup"
61,0,0,0,,"place both cd's and both books (brown and guiness) on top of the shelf in the corner of the room"
61,1,1,1,1,"bring bag of chips and place on the center coffee table"
61,2,0,0,,"place all couches on the side of one wall"
61,3,0,1,1,"put the garbage bag inside the bin and place near the wall and near the counter"
61,4,0,0,,"put one of the cd's into the xbox console and place the xbox console near the television and turn on the power"
61,5,0,0,0,"music can play from there"
62,0,1,1,1,"put all cds and games next to the xbox"
62,1,0,0,,"make sure the xbox is next to the tv"
62,2,1,1,1,"put the controllers and remotes on the table"
62,3,1,1,1,"pick of the pillows"
62,4,0,1,1,"and throw out any garbage"
63,0,1,1,1,"bring the pot to the sink and fill it up with water"
63,1,1,1,1,"bring the pot to the stove and turn on the stove"
63,2,1,1,1,"turn off the stove when the water in the pot is boiling"
64,0,0,0,,"put the xbox and the xbox controllet on the shelf"
64,1,1,1,1,"put the bag of chips to trash bin"
65,0,1,1,1,"make some coffee"
65,1,1,1,1,"make an egg on the stove and then bring it to me"
66,0,0,0,0,"put cs to game box"
66,1,0,0,0,"bring is bag of chips and the coke"
66,2,1,1,1,"put pillows on the couch"
67,0,1,1,1,"turn on the tv and turn the volume to the max"
67,1,1,1,1,"put the garbage bag into the garbage can"
68,0,1,1,1,"make some coffee"
68,1,1,1,1,"cook some eggs on the stove and then bring it to me"
69,0,1,1,1,"turn on the tv and the xbox"
69,1,0,0,,"make sure they are connected"
69,2,0,0,,"open the disk tray of the xbox and insert the dvd after removing it from its case"
69,3,1,1,1,"close the tray"
69,4,0,1,1,"find and open the bag of chips"
69,5,0,1,1,"find a large bowl , and pour chips into it until it is filled"
69,6,1,1,1,"put all drinks in the room with the bowl of chips on the coffee table"
69,7,0,0,,"take the pillows and divide them evenly among the chairs"
69,8,0,0,,"clean anything trash unless it's needed above"
70,0,0,0,,"put the used dishes and cups in the sink and place all the items neatly on the counter"
71,0,1,1,1,"place both books on the center table"
71,1,0,0,,"hold the trash bag in one hand and place the plate inside the bag"
71,2,1,1,1,"place the empty coke can , beer , and bag of chips into the trash bag"
71,3,0,0,,"arrange the couches in the correct locations in the living room"
71,4,1,1,1,"pick up guiness book from the floor and place on desk"
71,5,1,1,1,"turn off the lamp"
71,6,0,0,,"place the three pillows on the couches"
72,0,1,1,1,"get ramen"
72,1,1,1,1,"boil water on the stove and pour ramen to boiled water"
73,0,0,0,,"fill the pot with water in the sink the boil it on the stove"
74,0,1,1,1,"put the empty bag of chips to trash bin"
74,1,1,1,1,"put the pillows on the couch"
75,0,1,1,1,"put the pillows on the couch"
75,1,1,1,1,"turn on the tv and change it to a channel with a movie"
75,2,1,1,1,"take beer and put it on the table in front of the couch"
76,0,1,1,1,"put the pillows on the couch , play some music on the xbox through the tv"
76,1,1,1,1,"clean the floor up"
76,2,1,1,1,"put some food on the table"
76,3,0,0,,"make sure all the books are on the shelf"
77,0,1,1,1,"place pot on the stove and turn the stove on"
77,1,1,1,1,"go and get the instant ramen"
77,2,0,0,,"wait for the water in the pot to boil open the ramen packet and dump contents into boiling water"
77,3,0,0,,"read the instructions and prepare accordingly"
77,4,1,1,1,"empty contents of pot onto the plate"
77,5,1,1,1,"put the chocolate syrup into the fridge"
77,6,1,1,1,"remove mug and close the microwave door"
78,0,1,1,1,"make some coffee"
78,1,1,1,1,"make some eggs on the stove and then put them on a plate and serve the eggs and coffee to me"
79,0,0,0,,"get the water pour into bowl"
79,1,1,1,1,"place bowl on the stove"
79,2,1,1,1,"boil water"
79,3,1,1,1,"pour ramen into bowl"
80,0,0,0,,"get the water pour into bowl"
80,1,1,1,1,"place the bowl on the stove"
80,2,1,1,1,"boil water"
80,3,0,0,0,"pour ramen ino the bowl"
81,0,0,0,0,"get the water pour into bowl"
81,1,1,1,1,"place the bowl on the stove"
81,2,1,1,1,"boil water"
81,3,0,0,0,"pour ramen ino the bowl"
82,0,1,1,1,"place the pillows on the couch"
82,1,1,1,1,"put the trash bag in the trash bin"
82,2,0,0,,"put the couches in their correct locations"
82,3,0,0,,"turn on the television and put to channel 20 and play the movie"
82,4,1,1,1,"arrange the food on the center table"
82,5,1,1,1,"turn of the lights"
83,0,0,0,,"take the pot to the stove and fill it up half way with water"
83,1,1,1,1,"put the pot on the stove and turn the stove on"
83,2,0,0,,"open the cup of ramen and wait for the water to boil"
83,3,0,0,,"when the water is boiling , pour the cup of ramen's contents into the pot"
83,4,0,0,,"turn the stove off when it is done cooking"
84,0,0,1,1,"turn on the tv and xbox and connect them"
84,1,1,1,1,"open the disk tray of the xbox and remove the video game disk from its case"
84,2,1,1,1,"place the disk in the disk tray and close the tray"
84,3,1,1,1,"place the case on the table"
84,4,1,1,1,"place a large bowl on the table"
84,5,0,1,1,"open the bag of chips and pour them into the bowl until it is full"
84,6,1,1,1,"place the bag next to the bowl"
84,7,0,0,,"remove anything from the table that does not contain food"
84,8,0,0,,"place every xbox controller on the table"
84,9,0,0,,"rotate the couches so that the backs face directly away from the tv"
85,0,1,1,1,"take coffee from the container"
85,1,1,1,1,"pour it into the mug"
85,2,1,1,1,"grab spoon scoop the ice cream"
85,3,1,1,1,"put the ice cream in to the mug"
85,4,1,1,1,"pour syrup on to the ice cream"
86,0,0,0,1,"gather all cups , plates , mugs , and utensils and put them in the sink one at a time"
87,0,0,0,,"place ramen and instant ramen into pot and cook on top of the stove"
87,1,1,1,1,"put the chocolate and vanilla syrup bottle into the fridge and close the fridge door"
87,2,1,1,1,"pour the drink into the long glass and serve ramen on the plate"
88,0,1,1,1,"put all the pillows on the couch and then turn on the tv"
88,1,1,1,1,"put the beer on the table in front of the couch"
89,0,1,1,1,"turn off the tv"
89,1,0,1,1,"bring us the book and the bag of chips"
90,0,1,1,1,"take coffee from the container"
90,1,1,1,1,"pour coffee to the mug"
90,2,1,1,1,"take the spoon scoop the ice cream"
90,3,1,1,1,"put the ice cream in the mug"
90,4,1,1,1,"pour syrup on the ice cream"
91,0,0,0,1,"prepare the coffee using hot water"
91,1,0,0,1,"place two scoops of ice cream into the mug"
91,2,1,1,1,"take the coffee and pour the coffee over the ice cream in the mug"
91,3,0,0,1,"drizzle with syrup"
92,0,1,1,1,"microwave the coffee in the mug for 30 seconds"
92,1,1,1,1,"take a bowl"
92,2,0,0,1,"using an ice cream scoop , add ice cream to the bowl twice"
92,3,1,1,1,"retrieve the coffee mug and slowly pour the contents over the ice cream"
92,4,1,1,1,"get the syrup"
92,5,0,0,1,"add two squirts of the bottle to the bowl"
92,6,1,1,1,"serve with a spoon"
93,0,1,1,1,"put game cd in xbox"
93,1,1,1,1,"connect xbox to tv"
93,2,0,1,1,"bring us bag of chips"
93,3,0,1,1,"bring us the pillows"
94,0,0,0,1,"gather all the cups , plates , mugs , pots , and utensils and put them in the sink one at a time"
94,1,1,1,1,"gather the mustard and chocolate syrup and put it in the fridge"
95,0,1,1,1,"put the trash bag into the bin"
95,1,1,1,1,"place the pillows on the couch"
95,2,1,1,1,"put the food on the center table"
95,3,0,0,0,"turn the television and move to the desired channel to watch the movie"
96,0,1,1,1,"put the beer and coke into the garbage bag"
96,1,1,1,1,"empty the contents of the bowl into the garbage bag"
96,2,1,1,1,"put the garbage bag into the garbage bin"
96,3,1,1,1,"turn off the tv"
97,0,1,1,1,"get a pot and fill it with water from the faucet"
97,1,1,1,1,"place the pot on a burner of the stove and turn it on medium"
97,2,0,0,1,"add the ramen to the water after ten minutes"
97,3,0,0,1,"after the ramen is added , wait a few more minutes and then pour the contents of the pot slowly into a bowl"
97,4,1,1,1,"serve with a fork"
98,0,1,1,1,"place the xbox and xbox controllers onto the shelf in the corner"
98,1,1,1,1,"turn of the television"
98,2,1,1,1,"place the books on the table"
98,3,1,1,1,"put the remote near the television"
98,4,1,1,1,"throw away the beer"
98,5,1,1,1,"bring the bowl and bag of chips to the center table and empty contents of chip bag into the bowl"
99,0,0,0,,"place pot on top of the stove and turn the stove on"
99,1,0,0,,"wait for the water to boil"
99,2,1,1,1,"get the ramen and empty contents into hot water into the pot"
99,3,1,1,1,"cook"
100,0,1,1,1,"turn off the tv"
100,1,1,1,1,"bring books to the table in front of the couches"
100,2,1,1,1,"empty the bag of chips into the bowl and bring the bowl to the table in front of the couch"
101,0,1,1,1,"insert my gamecd into the dvd"
101,1,0,0,0,"put my xbox and xbox controller on the table in front of the coach"
101,2,1,1,1,"pour the chips into the bowl and put it on the table"
101,3,1,1,1,"put away books onto a shelf"
102,0,1,1,1,"bring the pillows to the couch"
102,1,1,1,1,"empty the bag of chips into the bowl and put that on the table in front of the couch"
102,2,1,1,1,"turn on the tv"
103,0,1,1,1,"turn off the television"
103,1,1,1,1,"place the food into the trash bag and place trash bag into the bin"
103,2,1,1,1,"place the pillows on the couch"
103,3,1,1,1,"put the xbox and controllers away"
104,0,0,0,0,"turn off the tv and the xbox if applicable"
104,1,1,1,1,"move all controllers off of the coffee table"
104,2,1,1,1,"remove beer from the coffee table"
104,3,1,1,1,"bring all books to the coffee table"
104,4,1,1,1,"bring the bowl of chips to the coffee table"
104,5,0,1,1,"open the bag of chips , and pour the contents into the bowl until it is full"
104,6,1,1,1,"move all chairs around the coffee table"
105,0,1,1,1,"cook the ramen in the pot with water"
105,1,1,1,1,"serve the food on the plates and pour a drink into the long cups"
106,0,0,0,,"move the couches on one side of the wall"
106,1,0,0,,"place the table and desk against another side of the wall"
106,2,0,0,,"pick up anything from the floor and place it to its designated location"
106,3,1,1,1,"put the food on the counter"
106,4,1,1,1,"empty the middle area"
106,5,1,1,1,"turn on the music and increase the volume"
107,0,0,0,,"take mug out the microwave and place two scoops of ice cream into the mug"
107,1,0,0,,"pour the coffee on top"
107,2,0,0,,"drizzle with the vanilla syrup"
108,0,1,1,1,"put the pot of water onto the stove and turn the stove on"
108,1,1,1,1,"get ramen and empty contents into pot"
108,2,1,1,1,"cook"
108,3,1,1,1,"serve on the plates"
109,0,1,1,1,"make breakfast"
109,1,1,1,1,"pour the drink into a long cup"
109,2,1,1,1,"serve the food in the plate"
110,0,1,1,1,"put xbox controller by the xbox"
110,1,1,1,1,"open the dvd case and xbox disk tray"
110,2,0,1,1,"place the dvd in the tray and close it"
110,3,1,1,1,"leave the case near the xbox"
110,4,1,1,1,"put all drinks on the coffee table"
110,5,1,1,1,"bring the bowl of chips to the coffee table"
110,6,0,0,1,"open the chips , and pour them into the bowl until is is full"
110,7,1,1,1,"place the chips and bowl onto the coffee table"
110,8,0,0,,"take all pillows and divide them evenly among the chairs"
111,0,1,1,1,"insert the gamecd into the dvd"
111,1,0,0,0,"put both xbox and xbox controller onto the table in front of the coaches"
111,2,1,1,1,"put the tv remote on that table"
111,3,1,1,1,"put the drinks and bowl in the middle of the table"
112,0,0,0,,"throw away the open bag of chips"
112,2,0,0,,"put the far cry game cd back into its case"
112,4,1,1,1,"place the xbox controller next to the console"
112,6,0,0,,"pick up the book next to the television and put it back on the desk"
113,0,1,1,1,"clear all tables and the floor and put the contents on the shelves"
113,1,0,1,1,"take any drinks and put them on the coffee table"
113,2,1,1,1,"take the chip bowl and place it near the drinks"
113,3,0,1,1,"open the chips , and pour them into the chip bowl until it is full"
113,4,1,1,1,"place the bag near the bowl"
113,5,0,0,,"change the tv channel until a dance music themed station is found"
113,6,0,1,1,"turn the volume to full"
113,7,0,0,,"move all chairs and tables to the edge of the room"
113,8,0,0,,"make sure the chairs are rotated so that they face the room's center"
114,0,1,1,1,"take the coffee mug"
114,1,0,0,,"make sure it contains coffee"
114,2,0,0,,"if it contains coffee , put it in the microwave"
114,3,0,0,,"otherwise add coffee and water"
114,4,1,1,1,"microwave the mug for 2 minutes"
114,5,1,1,1,"get a bowl"
114,6,0,0,,"using a n ice cream scoop , add ice cream to the bowl twice"
114,7,1,1,1,"slowly pour the contents of the mug into the bowl"
114,8,0,0,,"add two squirts of the syrup"
115,0,0,0,,"put all dirty dishes into the sink , cups , plates , forks , the pot and all"
115,1,1,1,1,"put ramen into the refrigerator"
115,2,0,0,,"put flavors in the cupboard"
116,0,1,1,1,"put the glasses and mugs into the sink"
116,2,0,0,,"put everything else into the fridge"
117,0,1,1,1,"get a cup"
117,1,1,1,1,"open the fridge and remove milk"
117,2,1,1,1,"close the fridge"
117,3,0,0,,"slowly add milk to the cup until is is 7/8 full"
117,4,1,1,1,"get a bowl"
117,5,0,1,1,"add cereal to the bowl until it is full"
117,6,1,1,1,"slowly add milk to the cereal in the bowl"
117,7,1,1,1,"serve with a spoon"
118,0,1,1,1,"run the gamecd"
118,1,1,1,1,"put xbox and xbox controller on the table"
118,2,1,1,1,"pour all the chips into the bowl and put the bowl on the table"
118,3,1,1,1,"move drinks and food to the middle of the table"
118,4,0,0,0,"put the pillow on the coach"
119,0,1,1,1,"pick up anything on the floor"
119,1,1,1,1,"throw away the beer bottles"
119,2,1,1,1,"pour chips into the bowl and place the bowl onto the table"
120,0,1,1,1,"pour the pot and wash it in the sink"
120,1,1,1,1,"fill the pot with water from the sink and boil it on the stove"
121,0,0,0,,"pour the pot's contents into the trash and place all glasses and mugs into the sink"
122,0,1,1,1,"find the movie , open the case"
122,1,1,1,1,"open the xbox disk tray"
122,2,1,1,1,"put the dvd in the tray and close it"
122,3,1,1,1,"turn on the tv"
122,4,0,0,,"clear all non-food or drink items from the coffee table"
122,5,1,1,1,"bring all drink items to the coffee table"
122,6,1,1,1,"bring the bowl to the coffee table"
122,7,0,0,,"open the bag of chips and pour the contents into the bowl until it's full"
122,8,0,0,,"divide the pillows up evenly among the chairs"
123,0,1,1,1,"put away the chocolate syrup"
123,1,1,1,1,"place the glassware and mugs into the sink"
123,2,1,1,1,"put the pots away"
124,0,1,1,1,"bring books to the room"
124,1,1,1,1,"if the television is on , turn it off"
124,2,1,1,1,"pour the rest of the chips into the bowl , then throw away the bag"
125,0,1,1,1,"turn on tv and xbox"
125,1,1,1,1,"remove cd from case and insert it into disk tray of xbox"
125,2,0,1,1,"turn the tv volume up to full"
125,3,0,0,,"remove all non-food and drink items and put them on shelves"
125,4,1,1,1,"bring all drinks to the coffee table"
125,5,1,1,1,"bring the bowl to the coffee table"
125,6,0,1,1,"open the chips and pour them into the bowl until it is full"
125,7,0,0,,"move all chairs and tables so that they're against the walls"
126,0,1,1,1,"put cds and xbox  on the cupboard next to the tv"
126,1,0,0,0,"put pillows onto the coaches"
126,2,1,1,1,"put books on the shelf"
126,3,1,1,1,"dump the bowl in the trash bag"
126,4,1,1,1,"throw beer , coke and chips into the trash bag"
126,5,1,1,1,"dispose the trash bag"
127,0,0,0,,"there's coffee in the mug on the table; take that , look in the freezer for some ice cream"
127,1,1,1,1,"scoop some ice cream into the mug , then put vanilla syrup over it"
128,0,1,1,1,"dump the contents of the mug down the sink"
128,1,1,1,1,"fill the pot with water from the faucet"
128,2,0,0,,"put the pot on a burner on the stove on medium heat"
128,3,1,1,1,"add the ramen to the pot"
128,4,0,0,,"wait fifteen minutes"
128,5,1,1,1,"slowly pour the contents of the pot into the mug"
129,0,0,0,,"take the pot that already has some water in it"
129,1,0,0,,"put it on one of the burners , and turn it on"
130,0,1,1,1,"open the gamecd with tv"
130,1,0,0,0,"put xbox and its controller on the table in front of the coaches"
130,2,1,1,1,"pour chips into the bowl and throw the container into the trash bag"
130,3,0,0,0,"put drinks and food on the middle of the table in front of coaches"
130,4,0,0,0,"put pillows onto the coaches , one for each"
131,0,1,1,1,"clear the table"
131,1,0,0,,"bring all non-alcoholic drinks to the table"
131,2,1,1,1,"bring the bowl to the table"
131,3,0,0,,"open the chips and pour them into the bowl until it filled"
131,4,1,1,1,"bring all books to the table"
131,5,0,0,,"turn off the tv if needed"
131,6,1,1,1,"bring all chairs around the table"
132,0,1,1,1,"open the freezer , grab the ice cream inside"
132,1,1,1,1,"prepare a mug with coffee , then pour the coffee into the white bowl on the counter"
132,2,0,0,,"put two scoops of ice cream into this white bowl , then put vanilla and chocolate syrup over it"
133,0,1,1,1,"fill the pot with water from the sink"
133,1,1,1,1,"pour ramen into the pot"
133,2,1,1,1,"boil the pot on the stove"
134,0,1,1,1,"turn on the television and put on a movie"
134,1,1,1,1,"pour the chips into a bowl and put the bowl on the coffee table"
134,2,1,1,1,"move all available pillows onto the couches"
135,0,0,0,0,"put books on the table in front of the coaches"
135,1,1,1,1,"turn off the tv"
135,2,1,1,1,"put food and drinks on the table"
136,0,0,1,1,"get and open the instant ramen"
136,1,0,0,,"add water from the faucet until it overflows"
136,2,1,1,1,"put instant ramen in the microwave"
136,3,1,1,1,"turn the microwave on for two minutes"
136,4,1,1,1,"remove the instant ramen and serve with a fork"
137,0,0,0,,"if any of the pots or dishes have food on or in them , dump them out in the garbage can , then put them in the sink"
137,1,0,0,,"the syrups can go into the fridge , and the instant ramen should go back into a cabinet"
138,0,1,1,1,"open the gamecd with tv"
138,1,0,0,,"put xbox and its controller on the low big table"
138,2,1,1,1,"pour chips into the bowl and throw the container into the trash bag"
138,3,0,0,0,"put drinks and food on the middle of the table in front of coaches"
138,4,0,0,0,"put pillows onto the coaches , one for each"
138,5,0,0,0,"arrange the coaches around the table"
139,0,1,1,1,"fill the pot with water , put it on the stove , and turn on the stove"
139,1,0,1,1,"when the water is boiling , put in the instant ramen"
139,2,1,1,1,"fill a glass with water from the sink"
139,5,1,1,1,"place everything onto the table"
140,0,1,1,1,"add coffee to the mug and microwave it for 120 seconds"
140,1,0,0,,"using a spoon add two cups of ice cream carefully to the mug"
140,2,0,0,,"add one squirt of each chocolate and vanilla syrup to the mug"
141,0,1,1,1,"take out the trash"
142,0,1,1,1,"put all used dishes into the sink"
142,1,0,0,,"put away water , ramen , and flavors in the cupboard"
143,0,1,1,1,"pick up the beer bottle off the ground , throw it away"
143,1,1,1,1,"turn off the television"
143,2,0,0,,"move the two seats away from the desk"
144,0,1,1,1,"turn on the music"
144,1,1,1,1,"place beer and chips onto the table"
144,2,1,1,1,"pour chips into the bowl"
144,3,0,0,,"move all furniture to the sides of the room"
145,0,1,1,1,"fill the pot with water from the sink and boil it on the stove"
