"Sample ID","Sentence ID","Tree","Parsed","Valid","Sentence"
65,0,1,1,1,"make some coffee"
65,1,1,1,1,"make an egg on the stove and then bring it to me"
66,2,1,1,1,"put pillows on the couch"
67,0,1,1,1,"turn on the tv and turn the volume to the max"
67,1,1,1,1,"put the garbage bag into the garbage can"
68,0,1,1,1,"make some coffee"
68,1,1,1,1,"cook some eggs on the stove and then bring it to me"
69,0,1,1,1,"turn on the tv and the xbox"
69,3,1,1,1,"close the tray"
69,6,1,1,1,"put all drinks in the room with the bowl of chips on the coffee table"
71,0,1,1,1,"place both books on the center table"
71,2,1,1,1,"place the empty coke can , beer , and bag of chips into the trash bag"
71,4,1,1,1,"pick up guiness book from the floor and place on desk"
71,5,1,1,1,"turn off the lamp"
72,0,1,1,1,"get ramen"
72,1,1,1,1,"boil water on the stove and pour ramen to boiled water"
74,0,1,1,1,"put the empty bag of chips to trash bin"
74,1,1,1,1,"put the pillows on the couch"
75,0,1,1,1,"put the pillows on the couch"
75,1,1,1,1,"turn on the tv and change it to a channel with a movie"
75,2,1,1,1,"take beer and put it on the table in front of the couch"
76,1,1,1,1,"clean the floor up"
76,2,1,1,1,"put some food on the table"
77,0,1,1,1,"place pot on the stove and turn the stove on"
77,1,1,1,1,"go and get the instant ramen"
77,4,1,1,1,"empty contents of pot onto the plate"
77,5,1,1,1,"put the chocolate syrup into the fridge"
77,6,1,1,1,"remove mug and close the microwave door"
78,0,1,1,1,"make some coffee"
78,1,1,1,1,"make some eggs on the stove and then put them on a plate and serve the eggs and coffee to me"
79,1,1,1,1,"place bowl on the stove"
79,2,1,1,1,"boil water"
79,3,1,1,1,"pour ramen into bowl"
80,1,1,1,1,"place the bowl on the stove"
80,2,1,1,1,"boil water"
81,1,1,1,1,"place the bowl on the stove"
81,2,1,1,1,"boil water"
82,0,1,1,1,"place the pillows on the couch"
82,1,1,1,1,"put the trash bag in the trash bin"
82,4,1,1,1,"arrange the food on the center table"
82,5,1,1,1,"turn of the lights"
83,1,1,1,1,"put the pot on the stove and turn the stove on"
84,1,1,1,1,"open the disk tray of the xbox and remove the video game disk from its case"
84,2,1,1,1,"place the disk in the disk tray and close the tray"
84,3,1,1,1,"place the case on the table"
85,0,1,1,1,"take coffee from the container"
85,1,1,1,1,"pour it into the mug"
85,2,1,1,1,"grab spoon scoop the ice cream"
85,3,1,1,1,"put the ice cream in to the mug"
85,4,1,1,1,"pour syrup on to the ice cream"
87,1,1,1,1,"put the chocolate and vanilla syrup bottle into the fridge and close the fridge door"
87,2,1,1,1,"pour the drink into the long glass and serve ramen on the plate"
88,0,1,1,1,"put all the pillows on the couch and then turn on the tv"
88,1,1,1,1,"put the beer on the table in front of the couch"
89,0,1,1,1,"turn off the tv"
90,0,1,1,1,"take coffee from the container"
90,1,1,1,1,"pour coffee to the mug"
90,2,1,1,1,"take the spoon scoop the ice cream"
90,3,1,1,1,"put the ice cream in the mug"
90,4,1,1,1,"pour syrup on the ice cream"
91,2,1,1,1,"take the coffee and pour the coffee over the ice cream in the mug"
92,0,1,1,1,"microwave the coffee in the mug for 30 seconds"
92,1,1,1,1,"take a bowl"
92,3,1,1,1,"retrieve the coffee mug and slowly pour the contents over the ice cream"
92,4,1,1,1,"get the syrup"
92,6,1,1,1,"serve with a spoon"
93,0,1,1,1,"put game cd in xbox"
93,1,1,1,1,"connect xbox to tv"
94,1,1,1,1,"gather the mustard and chocolate syrup and put it in the fridge"
95,0,1,1,1,"put the trash bag into the bin"
95,1,1,1,1,"place the pillows on the couch"
95,2,1,1,1,"put the food on the center table"
96,0,1,1,1,"put the beer and coke into the garbage bag"
96,2,1,1,1,"put the garbage bag into the garbage bin"
96,3,1,1,1,"turn off the tv"
97,0,1,1,1,"get a pot and fill it with water from the faucet"
97,1,1,1,1,"place the pot on a burner of the stove and turn it on medium"
97,4,1,1,1,"serve with a fork"
98,0,1,1,1,"place the xbox and xbox controllers onto the shelf in the corner"
98,1,1,1,1,"turn of the television"
98,2,1,1,1,"place the books on the table"
98,3,1,1,1,"put the remote near the television"
98,4,1,1,1,"throw away the beer"
98,5,1,1,1,"bring the bowl and bag of chips to the center table and empty contents of chip bag into the bowl"
99,3,1,1,1,"cook"
100,0,1,1,1,"turn off the tv"
100,1,1,1,1,"bring books to the table in front of the couches"
100,2,1,1,1,"empty the bag of chips into the bowl and bring the bowl to the table in front of the couch"
101,2,1,1,1,"pour the chips into the bowl and put it on the table"
101,3,1,1,1,"put away books onto a shelf"
102,0,1,1,1,"bring the pillows to the couch"
102,1,1,1,1,"empty the bag of chips into the bowl and put that on the table in front of the couch"
102,2,1,1,1,"turn on the tv"
103,0,1,1,1,"turn off the television"
103,1,1,1,1,"place the food into the trash bag and place trash bag into the bin"
103,2,1,1,1,"place the pillows on the couch"
103,3,1,1,1,"put the xbox and controllers away"
104,1,1,1,1,"move all controllers off of the coffee table"
104,2,1,1,1,"remove beer from the coffee table"
104,3,1,1,1,"bring all books to the coffee table"
104,4,1,1,1,"bring the bowl of chips to the coffee table"
104,6,1,1,1,"move all chairs around the coffee table"
105,0,1,1,1,"cook the ramen in the pot with water"
105,1,1,1,1,"serve the food on the plates and pour a drink into the long cups"
106,3,1,1,1,"put the food on the counter"
106,4,1,1,1,"empty the middle area"
106,5,1,1,1,"turn on the music and increase the volume"
108,0,1,1,1,"put the pot of water onto the stove and turn the stove on"
108,1,1,1,1,"get ramen and empty contents into pot"
108,2,1,1,1,"cook"
108,3,1,1,1,"serve on the plates"
109,0,1,1,1,"make breakfast"
109,1,1,1,1,"pour the drink into a long cup"
109,2,1,1,1,"serve the food in the plate"
110,0,1,1,1,"put xbox controller by the xbox"
110,1,1,1,1,"open the dvd case and xbox disk tray"
110,3,1,1,1,"leave the case near the xbox"
110,4,1,1,1,"put all drinks on the coffee table"
110,5,1,1,1,"bring the bowl of chips to the coffee table"
110,7,1,1,1,"place the chips and bowl onto the coffee table"
111,2,1,1,1,"put the tv remote on that table"
111,3,1,1,1,"put the drinks and bowl in the middle of the table"
113,0,1,1,1,"clear all tables and the floor and put the contents on the shelves"
113,2,1,1,1,"take the chip bowl and place it near the drinks"
113,4,1,1,1,"place the bag near the bowl"
114,0,1,1,1,"take the coffee mug"
114,4,1,1,1,"microwave the mug for 2 minutes"
114,5,1,1,1,"get a bowl"
115,1,1,1,1,"put ramen into the refrigerator"
116,0,1,1,1,"put the glasses and mugs into the sink"
117,0,1,1,1,"get a cup"
117,1,1,1,1,"open the fridge and remove milk"
117,2,1,1,1,"close the fridge"
117,4,1,1,1,"get a bowl"
117,6,1,1,1,"slowly add milk to the cereal in the bowl"
117,7,1,1,1,"serve with a spoon"
118,0,1,1,1,"run the gamecd"
118,1,1,1,1,"put xbox and xbox controller on the table"
118,2,1,1,1,"pour all the chips into the bowl and put the bowl on the table"
118,3,1,1,1,"move drinks and food to the middle of the table"
119,0,1,1,1,"pick up anything on the floor"
119,1,1,1,1,"throw away the beer bottles"
119,2,1,1,1,"pour chips into the bowl and place the bowl onto the table"
120,0,1,1,1,"pour the pot and wash it in the sink"
120,1,1,1,1,"fill the pot with water from the sink and boil it on the stove"
122,0,1,1,1,"find the movie , open the case"
122,1,1,1,1,"open the xbox disk tray"
122,2,1,1,1,"put the dvd in the tray and close it"
122,3,1,1,1,"turn on the tv"
122,5,1,1,1,"bring all drink items to the coffee table"
122,6,1,1,1,"bring the bowl to the coffee table"
123,0,1,1,1,"put away the chocolate syrup"
123,1,1,1,1,"place the glassware and mugs into the sink"
123,2,1,1,1,"put the pots away"
124,0,1,1,1,"bring books to the room"
124,1,1,1,1,"if the television is on , turn it off"
125,0,1,1,1,"turn on tv and xbox"
125,4,1,1,1,"bring all drinks to the coffee table"
125,5,1,1,1,"bring the bowl to the coffee table"
126,2,1,1,1,"put books on the shelf"
126,3,1,1,1,"dump the bowl in the trash bag"
126,4,1,1,1,"throw beer , coke and chips into the trash bag"
126,5,1,1,1,"dispose the trash bag"
127,1,1,1,1,"scoop some ice cream into the mug , then put vanilla syrup over it"
128,1,1,1,1,"fill the pot with water from the faucet"
128,3,1,1,1,"add the ramen to the pot"
130,0,1,1,1,"open the gamecd with tv"
130,2,1,1,1,"pour chips into the bowl and throw the container into the trash bag"
131,0,1,1,1,"clear the table"
131,2,1,1,1,"bring the bowl to the table"
131,4,1,1,1,"bring all books to the table"
131,6,1,1,1,"bring all chairs around the table"
132,0,1,1,1,"open the freezer , grab the ice cream inside"
132,1,1,1,1,"prepare a mug with coffee , then pour the coffee into the white bowl on the counter"
133,0,1,1,1,"fill the pot with water from the sink"
133,1,1,1,1,"pour ramen into the pot"
133,2,1,1,1,"boil the pot on the stove"
134,0,1,1,1,"turn on the television and put on a movie"
134,1,1,1,1,"pour the chips into a bowl and put the bowl on the coffee table"
135,1,1,1,1,"turn off the tv"
135,2,1,1,1,"put food and drinks on the table"
136,2,1,1,1,"put instant ramen in the microwave"
136,3,1,1,1,"turn the microwave on for two minutes"
136,4,1,1,1,"remove the instant ramen and serve with a fork"
138,0,1,1,1,"open the gamecd with tv"
138,2,1,1,1,"pour chips into the bowl and throw the container into the trash bag"
139,0,1,1,1,"fill the pot with water , put it on the stove , and turn on the stove"
139,2,1,1,1,"fill a glass with water from the sink"
139,5,1,1,1,"place everything onto the table"
140,0,1,1,1,"add coffee to the mug and microwave it for 120 seconds"
141,0,1,1,1,"take out the trash"
142,0,1,1,1,"put all used dishes into the sink"
143,1,1,1,1,"turn off the television"
144,0,1,1,1,"turn on the music"
144,1,1,1,1,"place beer and chips onto the table"
144,2,1,1,1,"pour chips into the bowl"
145,0,1,1,1,"fill the pot with water from the sink and boil it on the stove"
146,0,1,1,1,"turn on and connect the tv and xbox"
146,4,1,1,1,"clear the tables and chairs and put the contents on the shelves"
146,5,1,1,1,"move all drinks to the coffee table"
146,6,1,1,1,"fill the bowl with chips"
146,7,1,1,1,"bring the bowl to the coffee table"
147,0,1,1,1,"grab the ramen on the table"
147,2,1,1,1,"put into the microwave and microwave for 3 minutes"
148,0,1,1,1,"open the gamecd with tv"
148,2,1,1,1,"pour chips into the bowl and throw the container into the trash bag"
149,0,1,1,1,"take out the trash"
149,2,1,1,1,"put food on the table"
150,0,1,1,1,"boil some water and make some coffee"
150,1,1,1,1,"find a white bowl"
151,2,1,1,1,"take out the trash"
152,0,1,1,1,"put the game into the xbox , connect xbox to television"
152,1,1,1,1,"turn on the television"
153,1,1,1,1,"get coffee from the cupboard and pour it into the mug"
154,0,1,1,1,"open the gamecd with tv"
154,2,1,1,1,"pour chips into the bowl and throw the container into the trash bag"
155,0,1,1,1,"fill the pot with water from the sink and add ramen to the pot"
156,0,1,1,1,"open the gamecd with tv"
156,2,1,1,1,"pour chips into the bowl and throw the container into the trash bag"
159,0,1,1,1,"pour the pot and wash it in the sink"
159,2,1,1,1,"heat it on the stove for 10 minutes"
160,1,1,1,1,"empty all cups , mugs , and the pot into the sink"
160,3,1,1,1,"take the ramen and place it in the cabinet"
161,0,1,1,1,"pick up all cans , bottles , and garbage and put it in the trash can"
162,1,1,1,1,"empty the contents of the cups and pot"
162,2,1,1,1,"place the syrup bottles in the refrigerator"
162,3,1,1,1,"put the ramen in the cabinet"
163,1,1,1,1,"take all cans , bottles , and garbage and put it in the trash"
164,3,1,1,1,"put the cd's , controller , and xbox in the cabinet"
165,1,1,1,1,"take all cans , bottles , and garbage and put it in the trash"
165,3,1,1,1,"place all books on the shelf"
165,4,1,1,1,"turn on the xbox and play some music"
166,0,1,1,1,"turn off the tv"
166,3,1,1,1,"place all cans , bottles , and garbage in the trash"
167,0,1,1,1,"turn off the tv"
167,2,1,1,1,"take all cans , bottles , and trash and put it in the trash can"
167,4,1,1,1,"take the remote off the chair and place it on the table"
169,0,1,1,1,"place the ice cream in the freezer"
169,1,1,1,1,"place all syrup bottles in the fridge"
170,0,1,1,1,"turn off the tv"
170,1,1,1,1,"empty the bowl into the trash and take it to the kitchen"
170,3,1,1,1,"put all books on the shelf"
170,4,1,1,1,"put cans and bottles in the trash"
174,1,1,1,1,"take cans , bottles , and trash and put it in the trash can"
174,2,1,1,1,"put all books on the shelf"
174,3,1,1,1,"take out the trash"
177,4,1,1,1,"put all textbooks on the center table"
178,0,1,1,1,"put the ramen in the cabinet"
178,1,1,1,1,"put the syrups into the fridge"
180,0,1,1,1,"take the pot on the counter and fill it with water"
180,1,1,1,1,"boil it"
181,1,1,1,1,"fill the bowl with chips and bring it to the coffee table"
181,2,1,1,1,"take the pillow from the shelf and bring it to the couch"
182,2,1,1,1,"put all books on the shelf"
182,4,1,1,1,"put the xbox in front of the tv and put in the game"
184,0,1,1,1,"take pot , fill it with water from the sink , and put in on the burner"
185,0,1,1,1,"dispose of trash"
185,2,1,1,1,"dispose of can"
185,4,1,1,1,"place guiness book on table"
186,1,1,1,1,"turn off the tv and put away the xbox"
186,2,1,1,1,"place chips in the bowl and put it on the coffee table"
187,0,1,1,1,"place game in xbox"
187,2,1,1,1,"turn on xbox"
187,4,1,1,1,"place food on table"
187,6,1,1,1,"move couch in front of television"
188,0,1,1,1,"take pot"
188,1,1,1,1,"fill it with water from the sink"
189,0,1,1,1,"pick up long cup and carry it to the tap"
189,1,1,1,1,"fill long cup with water"
189,3,1,1,1,"open refrigerator , take out food"
189,5,1,1,1,"place food on plate"
190,0,1,1,1,"remove the xbox from the desk"
190,1,1,1,1,"place all  books in room on the desk"
190,2,1,1,1,"place chips in bowl"
190,3,1,1,1,"turn off tv"
191,0,1,1,1,"pick up the cd and put it in the xbox"
191,2,1,1,1,"open both drinks on the table"
191,4,1,1,1,"dispose of trash in the trash can"
192,0,1,1,1,"put the game in the xbox and turn it on"
192,2,1,1,1,"put the chips in the bowl and put it on the table"
192,4,1,1,1,"put all pillows on the couch"
193,0,1,1,1,"put the game in the xbox"
193,2,1,1,1,"place the xbox in front of the television"
193,4,1,1,1,"place the bottle on the table"
193,6,1,1,1,"move the couch in front of the television"
194,1,1,1,1,"put the pillows on the chairs"
194,2,1,1,1,"put the chips in the bowl"
195,0,1,1,1,"get instant ramen cup"
196,1,1,1,1,"place the ramen in the microwave and heat"
197,0,1,1,1,"take the book off the shelf and place it on the table"
197,1,1,1,1,"turn off the tv"
197,2,1,1,1,"place bowl of food on the table"
198,0,1,1,1,"bring energy drink from the fridge"
198,1,1,1,1,"bring boiled egg from the fridge"
199,1,1,1,1,"bring chips and place in bowl on coffee table"
200,0,1,1,1,"pick up the mug and fill it with water from the refrigerator"
200,1,1,1,1,"take out food from the refrigerator , place it on a plate and then heat it in the microwave"
200,2,1,1,1,"place the mug and plate on the table"
201,1,1,1,1,"push coffee table against wall"
201,2,1,1,1,"push chairs against wall"
202,0,1,1,1,"pick up the mug of coffee and pour it on a plate"
202,1,1,1,1,"open the refrigerator and scoop some ice cream onto the plate"
202,2,1,1,1,"take the syrup bottle and squeeze some on the plate"
203,1,1,1,1,"clean up xbox and xbox controller"
203,2,1,1,1,"push all furniture against wall"
204,0,1,1,1,"clean all dishes in the sink"
204,1,1,1,1,"place ramen in cabinet"
204,2,1,1,1,"place syrup in the fridge"
206,0,1,1,1,"take the cd and put it in the xbox"
206,2,1,1,1,"dispose of trash"
207,2,1,1,1,"put the coke and the bag of chips on the table"
208,0,1,1,1,"put egg on plate"
209,1,1,1,1,"put all bottles in the refrigerator"
209,2,1,1,1,"turn off the stove"
210,0,1,1,1,"put everything on the table onto the shelves"
210,1,1,1,1,"place chip bag in garbage bag"
210,2,1,1,1,"take out garbage"
211,0,1,1,1,"turn on tv"
211,2,1,1,1,"bring chips in bowl and place on coffee table"
211,3,1,1,1,"bring pillows from shelf and place on couches"
212,2,1,1,1,"pick up the bottle of syrup and squeeze some on the plate"
213,0,1,1,1,"put the book on the table"
213,2,1,1,1,"shut down the tv"
213,4,1,1,1,"put away the coke and the beer"
215,0,1,1,1,"put the pot on the stove"
215,3,1,1,1,"turn off the stove"
216,0,1,1,1,"pick up the game and put it in the xbox"
216,2,1,1,1,"move the couch closer to the television"
217,0,1,1,1,"pick up the cd and put it in the xbox"
217,2,1,1,1,"dispose of trash and place bottle on the coffee table"
218,1,1,1,1,"fill the pot with water"
218,2,1,1,1,"place the pot on the stove"
218,3,1,1,1,"turn on the stove"
218,4,1,1,1,"turn off the stove when the water is boiling"
220,4,1,1,1,"close the microwave and turn on for four minutes"
221,1,1,1,1,"fill the container with water from the faucet"
221,2,1,1,1,"put the container in the microwave and turn on the microwave"
222,0,1,1,1,"take the cd and put it in the xbox"
222,1,1,1,1,"place the bowl and the chips on the table in front of the couch"
222,2,1,1,1,"dispose of trash"
223,0,1,1,1,"place the bowl of food on the table in front of the couch"
224,0,1,1,1,"turn off the tv"
224,2,1,1,1,"put the bag of chips on the shelf"
225,0,1,1,1,"put the pot on the stove and turn on the stove"
226,3,1,1,1,"put ramen in the pot and put the pot on the stove"
227,0,1,1,1,"take the mug of coffee and add ice cream to it"
228,0,1,1,1,"place the book on the shelf"
228,4,1,1,1,"put garbage bag in the garbage bin"
229,0,1,1,1,"take the ramen and add it to the pot"
230,2,1,1,1,"put the bowl on the table"
230,4,1,1,1,"put the pillow on the big chair"
231,0,1,1,1,"put the garbage bag in the garbage bin"
231,2,1,1,1,"put all books on the shelf"
231,4,1,1,1,"place the xbox on the table"
232,1,1,1,1,"open the bottle of canada dry and pour into the long glass"
234,1,1,1,1,"put the coke , beer and the bowl on the table"
234,3,1,1,1,"turn on the xbox"
235,0,1,1,1,"prepare ramen and place in the mug"
235,3,1,1,1,"put food on the plate"
236,1,1,1,1,"place the pot on the stove"
237,0,1,1,1,"put all books of the shelf"
237,1,1,1,1,"put the garbage bag in the garbage bin"
237,3,1,1,1,"place the cd on the shelf"
238,0,1,1,1,"turn on the tv to a music channel"
238,2,1,1,1,"put the beer on the table"
239,4,1,1,1,"change the tv channel to a music channel"
240,3,1,1,1,"throw out trash bag"
241,1,1,1,1,"open the ramen cup"
242,0,1,1,1,"arrange couches in front of the tv , put the far cry game inside the xbox , turn on the tv and the xbox , and put out coke cans and open the chips bag"
243,1,1,1,1,"stack the cups"
244,0,1,1,1,"pick up remote and switch channel to a music channel"
244,2,1,1,1,"clean bowl in kitchen , and place chips in bowl"
244,3,1,1,1,"place bowl on table"
245,0,1,1,1,"put all the bowls , cups , pots , and utensils in the sink"
246,0,1,1,1,"take the red cup and fill it with water at the sink"
247,0,1,1,1,"take the mug in the microwave and go to the sink and add water to it"
248,2,1,1,1,"put the cans , bottles , and chip bag in the trash bin"
249,1,1,1,1,"wash pot and place on stove"
249,2,1,1,1,"place chocolate and vanilla syrup , and ramen in pantry"
250,0,1,1,1,"take a cup and fill it with water from the sink"
250,1,1,1,1,"make ramen and put it in a plate"
251,1,1,1,1,"turn off the water"
251,3,1,1,1,"wait"
252,0,1,1,1,"get the ice cream and the syrup from the counter and put it on the plate"
253,1,1,1,1,"take bag of chips and place on table"
253,2,1,1,1,"take pillow from shelf and place on a sofa"
254,1,1,1,1,"get food and put it on the coffee table"
254,2,1,1,1,"pick up the controller on the floor and place on the table"
254,3,1,1,1,"throw out the bottle"
256,0,1,1,1,"take pot on counter and fill it with water from the sink"
256,1,1,1,1,"place the pot on a burner on the stove"
257,0,1,1,1,"open fridge and freezer and pick a drink"
259,0,1,1,1,"throw out the bottle , can and chips"
259,1,1,1,1,"pick up the xbox and controller and place on coffee table"
260,2,1,1,1,"move the xbox remote to the table in front of the couches"
261,0,1,1,1,"dump contents of mug , long cup , and pot in sink"
261,2,1,1,1,"put mug and long cup with the plate"
261,3,1,1,1,"put pot on sink"
261,5,1,1,1,"put syrup , ramen , and salt in pantry"
262,1,1,1,1,"put the game in"
262,2,1,1,1,"empty bowl and pour chips in"
262,3,1,1,1,"place on coffee table"
262,4,1,1,1,"get pillows from shelf and arrange on couch"
263,0,1,1,1,"put away pillows , empty bowl , throw out drinks"
263,1,1,1,1,"place controller with xbox"
265,3,1,1,1,"peel egg and add to ramen and throw shell in trash"
266,1,1,1,1,"pour the chips into the bowl and place on coffee table"
266,2,1,1,1,"take the xbox off the floor and place on shelf"
268,0,1,1,1,"open freezer , remove icecream , close freezer"
268,2,1,1,1,"get mug with coffee and pour over ice cream"
268,3,1,1,1,"place mug in sink"
268,4,1,1,1,"get chocolate syrup and pump over ice cream"
271,0,1,1,1,"throw out beer and coke"
271,1,1,1,1,"throw out trash bag"
273,0,1,1,1,"turn on xbox"
275,0,1,1,1,"take ice cream from freezer and scoop with spoon into the mug with coffee in it"
275,2,1,1,1,"take vanilla syrup and pour over icecream"
278,2,1,1,1,"throw out coke and beer"
279,0,1,1,1,"rearrange the couch seats around the coffee table"
279,1,1,1,1,"place the bowl on the coffee table"
